Filename,File_ID,Spectral Centroid,Spectral Bandwidth,Energy,Zero Crossing Rate,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,LogMel_1,LogMel_2,LogMel_3,LogMel_4,LogMel_5,LogMel_6,LogMel_7,LogMel_8,LogMel_9,LogMel_10,LogMel_11,LogMel_12,LogMel_13,LogMel_14,LogMel_15,LogMel_16,LogMel_17,LogMel_18,LogMel_19,LogMel_20,LogMel_21,LogMel_22,LogMel_23,LogMel_24,LogMel_25,LogMel_26,LogMel_27,LogMel_28,LogMel_29,LogMel_30,LogMel_31,LogMel_32,LogMel_33,LogMel_34,LogMel_35,LogMel_36,LogMel_37,LogMel_38,LogMel_39,LogMel_40,LogMel_41,LogMel_42,LogMel_43,LogMel_44,LogMel_45,LogMel_46,LogMel_47,LogMel_48,LogMel_49,LogMel_50,LogMel_51,LogMel_52,LogMel_53,LogMel_54,LogMel_55,LogMel_56,LogMel_57,LogMel_58,LogMel_59,LogMel_60,LogMel_61,LogMel_62,LogMel_63,LogMel_64,LogMel_65,LogMel_66,LogMel_67,LogMel_68,LogMel_69,LogMel_70,LogMel_71,LogMel_72,LogMel_73,LogMel_74,LogMel_75,LogMel_76,LogMel_77,LogMel_78,LogMel_79,LogMel_80,LogMel_81,LogMel_82,LogMel_83,LogMel_84,LogMel_85,LogMel_86,LogMel_87,LogMel_88,LogMel_89,LogMel_90,LogMel_91,LogMel_92,LogMel_93,LogMel_94,LogMel_95,LogMel_96,LogMel_97,LogMel_98,LogMel_99,LogMel_100,LogMel_101,LogMel_102,LogMel_103,LogMel_104,LogMel_105,LogMel_106,LogMel_107,LogMel_108,LogMel_109,LogMel_110,LogMel_111,LogMel_112,LogMel_113,LogMel_114,LogMel_115,LogMel_116,LogMel_117,LogMel_118,LogMel_119,LogMel_120,LogMel_121,LogMel_122,LogMel_123,LogMel_124,LogMel_125,LogMel_126,LogMel_127,LogMel_128,SpectralContrast_1,SpectralContrast_2,SpectralContrast_3,SpectralContrast_4,SpectralContrast_5,SpectralContrast_6,SpectralContrast_7,gender
HW1_Q2_810103322_male.mp3,810103322,1177.1280949375096,820.2184515116544,0.041188907,0.10650675649081125,-347.94574,91.02949,-51.07381,-7.945161,-18.69724,-47.40286,-29.864313,-28.547644,-22.501028,-15.655954,-15.216673,-8.327894,-4.7477264,-46.146725,-46.1466,-46.146027,-46.13771,-46.04315,-44.302715,-43.15838,-39.40835,-31.10941,-24.022593,-17.40472,-15.524099,-14.032038,-12.539637,-11.857548,-11.3192005,-11.042195,-11.277029,-11.419346,-11.500029,-11.482363,-12.059457,-13.161957,-14.155325,-15.01697,-16.330805,-17.819075,-18.548702,-19.029707,-19.456062,-20.046904,-20.683374,-21.140364,-21.459644,-21.13246,-21.50068,-22.334665,-23.125032,-23.594856,-23.94342,-24.072325,-24.607084,-24.816898,-25.29564,-25.647757,-25.955477,-26.131762,-26.216543,-26.433882,-26.037207,-25.930214,-26.448057,-26.138056,-26.05014,-25.952288,-25.524727,-25.271166,-24.693007,-24.313694,-24.174553,-24.37363,-24.21583,-24.289106,-24.263,-24.540272,-24.38309,-24.583153,-25.036327,-25.185324,-25.456596,-25.720064,-25.751564,-26.077396,-26.134138,-26.281242,-26.78604,-26.896936,-26.965878,-27.183563,-27.325356,-27.935114,-28.686619,-29.83357,-30.707888,-31.884922,-32.506157,-33.130993,-33.828785,-34.658627,-34.974224,-35.54319,-36.3843,-37.274662,-37.98248,-38.605453,-39.363987,-40.217148,-41.185455,-42.30104,-43.547104,-44.523746,-45.210213,-45.643173,-45.849514,-45.965397,-46.02926,-46.077953,-46.100994,-46.119587,-46.136723,-46.141052,-46.14339,-46.145157,-46.146637,-46.146458,-46.146725,-46.146725,-46.146725,-46.146725,-46.146725,-46.146725,-46.146725,-46.146725,-46.146725,-46.146725,-46.146725,-46.146725,-46.146725,24.70822574404584,22.751445459487584,21.06582208131777,17.372814378747567,20.644885063556416,49.68655516620948,19.424722467910833,male
HW1_Q3_810100107_male.mp3,810100107,1354.075868629583,949.5667860988035,0.071154065,0.1300242473801456,-267.83582,104.07414,-87.15733,14.405567,-38.99509,-45.964516,-29.292856,-48.148235,-26.080008,-26.694588,-20.186287,-14.230719,-13.180989,-48.270237,-48.264965,-48.251312,-48.000572,-46.88555,-43.78038,-33.645824,-26.921082,-22.826674,-15.602723,-8.513184,-7.1827083,-6.440455,-3.1939611,0.65482926,1.534677,-0.44553593,-1.5490545,-1.4696481,-2.173214,-3.4789493,-5.53702,-7.204484,-7.951347,-8.585075,-9.4278145,-10.840962,-11.815517,-12.26908,-12.52672,-13.202098,-13.564682,-14.059849,-14.448534,-14.909084,-15.130958,-15.253577,-15.418562,-16.074198,-16.41541,-16.294584,-16.26559,-15.716217,-15.063584,-15.770792,-16.244005,-16.599579,-17.251738,-17.606647,-17.54262,-17.529245,-17.088432,-16.160196,-15.728147,-15.048306,-14.47218,-14.395722,-14.2837,-14.757888,-14.891666,-14.966927,-14.983161,-15.178845,-15.62591,-15.815911,-16.0755,-16.425896,-16.806538,-17.142437,-17.373344,-17.669016,-17.715012,-17.492405,-16.67744,-16.376402,-16.453062,-16.307158,-16.003187,-15.386553,-15.17662,-15.314922,-16.053518,-17.082172,-18.295774,-19.308222,-20.578642,-21.644812,-22.45627,-22.678373,-22.606512,-22.533829,-22.774988,-22.991646,-23.40367,-23.908207,-24.975077,-26.636236,-28.602804,-30.392176,-32.044716,-34.326077,-36.756935,-38.74397,-40.28263,-41.706734,-43.097492,-44.39624,-45.466537,-46.192665,-46.61615,-47.05661,-47.371986,-47.575703,-47.70285,-47.8611,-48.07018,-48.182034,-48.21933,-48.218777,-48.235157,-48.25661,-48.2667,-48.268543,-48.2719,-48.2719,-48.2719,-48.2719,-48.2719,28.668906551354578,21.702353987134256,19.211356420398445,16.32992832136515,18.13504148187016,48.67381529398979,20.795003376402533,male
HW1_Q6_810101401_male.mp3,810101401,1188.4889917401345,784.1965468551429,0.059030335,0.1210797350838835,-312.94186,93.01758,-50.82166,-16.465652,-33.48255,-44.905975,-25.746193,-33.822628,-20.206348,-9.49108,-10.171743,-3.4726932,-1.8058175,-43.446068,-43.446068,-43.446068,-43.44533,-43.438988,-43.29619,-39.80111,-34.2129,-31.062475,-27.06402,-21.459427,-16.684711,-14.331836,-12.872193,-11.491482,-10.003062,-9.165341,-7.9590507,-6.7862678,-6.067239,-5.90177,-6.2725987,-7.2809787,-8.805691,-9.849758,-10.636465,-11.738858,-12.776918,-13.332389,-13.530363,-14.065386,-14.661315,-15.450427,-16.251343,-17.064896,-17.63942,-18.29408,-18.685886,-18.974327,-19.3042,-19.421852,-19.653215,-19.716488,-19.66937,-20.049091,-20.343618,-20.690315,-21.002674,-21.229338,-21.49082,-21.653,-21.772614,-21.766844,-22.153778,-21.855051,-22.002682,-21.828114,-21.468422,-21.575367,-21.528137,-21.874466,-22.366991,-23.00489,-23.492085,-24.079023,-24.765398,-24.179787,-25.17416,-25.92886,-26.180454,-26.322807,-26.384312,-26.468605,-26.441772,-26.378345,-26.232567,-26.148916,-26.00391,-25.639256,-25.26517,-25.210814,-25.567472,-26.299814,-27.305593,-28.488277,-29.463,-30.078268,-30.455538,-30.7032,-30.827227,-31.123898,-31.518734,-31.896992,-32.323326,-32.92977,-33.856544,-35.159767,-36.600826,-38.27087,-39.88937,-41.11903,-41.87536,-42.309654,-42.63104,-42.89629,-43.104874,-43.248848,-43.34216,-43.39876,-43.422466,-43.43617,-43.443195,-43.4453,-43.445744,-43.446068,-43.446068,-43.446068,-43.446068,-43.446068,-43.446068,-43.446068,-43.446068,-43.446068,-43.446068,-43.446068,-43.446068,-43.446068,-43.446068,26.846144479724483,22.28179773133021,19.740176120492197,16.71640019922135,17.224836495613797,51.13734339120676,18.254965873056957,male
HW1_Q1_810801072_Male.mp3,810801072,1179.0794996312661,898.9903020429014,0.033632163,0.09699180973765185,-317.74542,109.61073,-74.00559,-1.9459496,-27.65277,-41.541374,-23.787134,-45.708393,-34.54945,-25.902264,-22.296066,-13.799136,-15.627729,-49.443928,-49.44397,-49.441376,-49.306637,-48.215645,-47.711147,-44.284153,-32.36811,-21.73935,-16.850458,-14.514156,-9.54091,-0.7412173,1.5268339,-1.7754828,-4.1971045,-5.7725096,-5.8718557,-7.3214135,-9.519209,-8.692561,-10.138526,-11.33565,-14.4330435,-15.422026,-14.913618,-14.961492,-15.81486,-17.178808,-17.956827,-17.463219,-18.313946,-19.215893,-19.948435,-18.844501,-18.168287,-18.918314,-18.774725,-19.436893,-19.424994,-19.19445,-18.780033,-18.858679,-18.036587,-17.796993,-18.640764,-17.908325,-16.913733,-18.773645,-18.52977,-18.872663,-19.811464,-19.366665,-18.160976,-18.064121,-17.901854,-18.144905,-18.933002,-18.699406,-19.552944,-20.004389,-20.574831,-21.932594,-22.889122,-23.220366,-22.770063,-23.431181,-24.507885,-25.143602,-24.477386,-23.51543,-23.100363,-21.929873,-21.686079,-21.114498,-21.585365,-22.043922,-22.905668,-23.100513,-23.690462,-24.790417,-25.123547,-25.809208,-26.697926,-26.918734,-27.626894,-28.564995,-28.697283,-29.05824,-29.499954,-30.098804,-30.442795,-30.423624,-30.807627,-32.144756,-34.102283,-36.36837,-37.977287,-39.702534,-41.632282,-43.45808,-45.01977,-46.058784,-46.631943,-47.106464,-47.601852,-47.973877,-48.206882,-48.43413,-48.704235,-48.920097,-49.118458,-49.25132,-49.328846,-49.392082,-49.41931,-49.429577,-49.441715,-49.444122,-49.444122,-49.444122,-49.444122,-49.444122,-49.444122,-49.444122,-49.444122,-49.444122,-49.444122,25.086960324003375,22.78586355795153,18.159089706861565,15.179652647405687,17.05938643396717,49.548189435981406,19.879327200185255,male
HW1_Q2_810103169_male.mp3,810103169,1193.251773434941,692.6851690291011,0.029207485,0.11575692301539796,-402.97714,72.07088,-38.817253,-3.7786236,-20.061306,-42.939793,-22.363441,-25.733475,-22.02743,-8.956925,-10.1434355,-8.452972,-2.7650568,-47.900745,-47.900745,-47.900646,-47.894703,-47.86246,-47.7513,-46.694927,-43.015778,-37.822334,-33.582367,-29.026,-25.503832,-21.454075,-18.6938,-17.832758,-17.984655,-18.428253,-18.158014,-17.39993,-18.37307,-19.036207,-19.608265,-20.67631,-22.309027,-23.759964,-24.382309,-24.360222,-24.04972,-24.243465,-25.282888,-26.518559,-27.214853,-27.57682,-27.561453,-27.964312,-28.307053,-29.157452,-29.662907,-30.11888,-30.625927,-31.477032,-31.690504,-31.569374,-32.55926,-32.321785,-32.513557,-32.540073,-32.629612,-32.71707,-32.526733,-32.30727,-32.26226,-32.217297,-32.131824,-32.276066,-31.950102,-31.551807,-31.082567,-30.774376,-31.250206,-31.760708,-32.053574,-32.184692,-32.21166,-32.504944,-32.500504,-31.96613,-31.840706,-32.42774,-33.30242,-33.891552,-34.1824,-33.772007,-33.093388,-32.689213,-31.82326,-30.768251,-29.815178,-29.950798,-30.589588,-31.409939,-31.766253,-33.074837,-34.60454,-35.228447,-35.66111,-36.30014,-37.058743,-37.392326,-37.18212,-37.971123,-38.77819,-39.95931,-41.308712,-42.57262,-43.597828,-44.069386,-44.454468,-44.991615,-45.670326,-46.5297,-47.26189,-47.635662,-47.811684,-47.8859,-47.898148,-47.900665,-47.900745,-47.900745,-47.900745,-47.900745,-47.900745,-47.900745,-47.900745,-47.900745,-47.900745,-47.900745,-47.900745,-47.900745,-47.900745,-47.900745,-47.900745,-47.900745,-47.900745,-47.900745,-47.900745,-47.900745,-47.900745,21.739053721336468,23.70473294902725,22.30683757846237,24.241281531936014,23.72336301556595,46.14876867559561,18.26469479591769,male
HW1_Q2_810100270_male.mp3,810100270,1046.029892627524,731.8009565844986,0.0514257,0.09463647236621554,-305.9664,132.06111,-83.860054,-24.51481,-29.061476,-59.976433,-34.96463,-35.826195,-25.736362,-14.5630245,-17.054384,-10.633647,-11.255034,-49.644268,-49.644268,-49.644047,-49.608562,-49.43353,-48.223785,-42.86807,-32.265247,-24.432352,-19.772352,-16.482061,-9.939454,-5.313449,-4.1110296,-4.746542,-4.907259,-4.760858,-5.910838,-5.9400783,-5.8803616,-4.9743366,-4.3481636,-4.778404,-5.4707656,-5.134439,-5.0966244,-5.076083,-5.5882387,-6.1832128,-7.1851835,-7.9898005,-8.583618,-9.898488,-11.443254,-12.023137,-12.759362,-13.853307,-13.93519,-14.661146,-14.60709,-15.050424,-16.142603,-16.471365,-16.57096,-17.040493,-17.179657,-16.868303,-16.65599,-16.696095,-16.102161,-16.559694,-16.43233,-16.47455,-16.574133,-16.331924,-16.346853,-16.305668,-15.841941,-16.495478,-16.827274,-17.139635,-17.69115,-17.835747,-18.663692,-18.641981,-18.422907,-18.63545,-19.332087,-19.29684,-18.939316,-18.672825,-18.784912,-19.63486,-20.4424,-21.786045,-23.221008,-24.671642,-24.887995,-24.660627,-24.070686,-23.894367,-24.287312,-25.427156,-27.210896,-28.581985,-29.76749,-30.875206,-31.956036,-33.089622,-34.39303,-35.303352,-35.35616,-35.521122,-36.840714,-38.3006,-39.745926,-40.94173,-42.519463,-45.00075,-47.125774,-48.49154,-48.960365,-48.9392,-48.875877,-48.87216,-48.954433,-49.134777,-49.338528,-49.475384,-49.52627,-49.55147,-49.581654,-49.605965,-49.633736,-49.64226,-49.64346,-49.644268,-49.644268,-49.644268,-49.644268,-49.644268,-49.644268,-49.644268,-49.644268,-49.644268,-49.644268,-49.644268,-49.644268,27.219490998970713,21.69823492301399,18.219914372702252,16.666343150103874,20.16440359798405,48.73791055049681,17.76133030089519,male
HW1_Q3_810600097_female.mp3,810600097,1280.2328576415248,899.5947819853033,0.04008583,0.1186697340781056,-351.47165,87.51798,-65.09691,7.219087,-33.281746,-52.71903,-22.379086,-32.878395,-20.848679,-13.325532,-13.554593,-8.162678,-7.2261887,-49.518982,-49.51879,-49.51693,-49.42867,-49.40487,-49.24494,-43.8077,-33.465107,-27.455475,-24.631702,-22.544155,-20.228355,-18.090963,-16.942818,-14.759455,-12.20677,-10.948956,-11.454126,-12.492627,-13.49553,-14.123417,-13.977917,-13.891658,-13.889315,-14.6220455,-16.078808,-17.574215,-18.19847,-18.868544,-18.762018,-18.539213,-18.395327,-18.7639,-19.803179,-21.33453,-22.233356,-23.281445,-23.935236,-25.125818,-25.664665,-25.978212,-26.17987,-26.566435,-26.670301,-26.419693,-26.366024,-26.39863,-25.756943,-25.707119,-26.515224,-26.523415,-26.724506,-26.79553,-26.755848,-26.888666,-26.894957,-26.76847,-26.499313,-26.745468,-26.670254,-26.65078,-26.4402,-26.345156,-25.786945,-25.17766,-24.886461,-24.797813,-24.817621,-24.707176,-24.82144,-24.924612,-24.998024,-25.05519,-25.247738,-25.493153,-25.404152,-25.26551,-25.23896,-24.938509,-24.463823,-24.244051,-24.03237,-23.856287,-24.162516,-24.903246,-25.740225,-27.203318,-28.679586,-29.773394,-30.876045,-32.05008,-33.21713,-34.025642,-34.610165,-35.29808,-35.93853,-36.623898,-37.7705,-39.3821,-40.824795,-42.442486,-44.17964,-45.63561,-46.81734,-47.745403,-48.37306,-48.6941,-48.913605,-49.08172,-49.206413,-49.289967,-49.351303,-49.40593,-49.448593,-49.47345,-49.487873,-49.500088,-49.506607,-49.512012,-49.51456,-49.517956,-49.518417,-49.518982,-49.518982,-49.518982,-49.518982,-49.518982,-49.518982,26.77600402891606,23.033703157709237,22.988131765677313,19.32033972682077,20.58835678999245,50.11805379080887,21.3225933902823,female
HW1_Q6_810103092_male.mp3,810103092,1218.0204954225796,862.4758324025763,0.023368802,0.12278243357922251,-413.3023,92.073296,-36.80805,-2.1645575,-41.743736,-46.82096,-19.031042,-40.407528,-25.454538,-9.469356,-15.863625,-6.7429194,-4.008384,-52.203373,-52.2032,-52.203205,-52.186474,-52.114727,-51.78063,-44.9412,-38.188,-37.139946,-33.80412,-25.26393,-20.052015,-19.35837,-16.379856,-14.842378,-14.00457,-15.267477,-14.941682,-14.418856,-14.888174,-15.961235,-16.759605,-17.1309,-17.681015,-19.12296,-19.33965,-19.846203,-20.713678,-21.542515,-22.967255,-23.593954,-24.110975,-25.095722,-26.226759,-27.106247,-27.513235,-28.647007,-29.435629,-28.823412,-29.04288,-30.44179,-30.737917,-29.87064,-30.460686,-31.203571,-31.435316,-31.477707,-32.012493,-32.165825,-33.04866,-32.193707,-32.81538,-32.87593,-32.39737,-33.128693,-33.16008,-33.527225,-33.82981,-34.393166,-35.006798,-35.505417,-36.17893,-36.600155,-36.64364,-37.08916,-36.686085,-36.759037,-36.69498,-36.935635,-37.230392,-37.222378,-37.238457,-37.08129,-37.04914,-36.910007,-36.705753,-36.3889,-35.870525,-35.27968,-34.586597,-33.65372,-33.2726,-32.94934,-32.925274,-33.162354,-33.616295,-34.134937,-34.37674,-34.511864,-34.67068,-35.23114,-36.223843,-37.503426,-38.87943,-40.523552,-42.077793,-43.79627,-45.600124,-47.073265,-48.136913,-48.921143,-49.508404,-50.131905,-50.75307,-51.223984,-51.590794,-51.835358,-52.021313,-52.1458,-52.190395,-52.20101,-52.203312,-52.203373,-52.203373,-52.203373,-52.203373,-52.203373,-52.203373,-52.203373,-52.203373,-52.203373,-52.203373,-52.203373,-52.203373,-52.203373,-52.203373,-52.203373,-52.203373,27.37956111527088,22.772116802191245,19.395338307913807,16.837128283725058,17.153198936595516,54.55656870035232,17.735310406686626,male
HW1_Q3_810100168_female.mp3,810100168,1142.8943730396659,803.6453218177887,0.023131367,0.11648778866770979,-419.8851,91.983,-31.466663,8.431423,-37.726673,-64.44826,-31.44214,-26.273394,-14.637911,-12.765244,-17.428747,-5.708381,-8.57333,-52.585976,-52.584126,-52.57808,-52.46778,-52.423325,-52.29844,-49.10172,-37.878254,-31.939436,-28.031666,-22.36287,-17.774403,-15.215328,-16.655558,-19.5644,-16.159771,-13.645491,-15.326019,-17.562326,-19.215853,-19.988974,-19.165644,-17.304619,-14.769242,-13.398556,-13.613666,-15.400598,-17.837866,-19.530363,-20.79235,-21.813524,-22.200226,-22.63672,-23.427624,-25.99627,-28.252106,-30.387363,-31.463486,-32.004154,-32.41049,-32.7974,-33.36345,-34.548885,-35.37951,-36.713978,-38.124043,-38.204834,-38.837807,-38.843407,-39.326595,-39.183327,-39.249645,-39.47305,-39.68928,-39.156372,-38.456627,-38.393482,-38.226177,-38.179024,-37.888153,-36.813972,-35.999634,-35.517998,-34.4557,-34.494488,-34.054764,-33.710503,-33.229786,-31.864792,-31.616405,-32.04954,-31.774658,-31.78559,-32.10057,-32.430965,-32.862976,-33.665165,-34.431316,-34.776352,-34.800632,-35.159603,-35.545643,-36.198673,-36.21157,-36.260925,-35.99366,-35.646957,-35.723095,-35.24236,-35.206192,-36.051556,-37.475418,-39.16224,-41.53407,-43.087074,-44.520496,-45.798748,-46.578957,-47.72755,-48.718407,-49.3897,-49.993805,-50.5882,-51.05023,-51.501167,-51.76097,-51.890938,-52.027344,-52.150944,-52.246223,-52.306133,-52.39781,-52.455517,-52.518337,-52.546898,-52.561043,-52.5687,-52.57506,-52.58089,-52.583458,-52.584656,-52.58518,-52.585976,-52.585976,-52.585976,-52.585976,-52.585976,-52.585976,24.832076483591468,22.08626453579707,21.447749971885784,21.109940831293446,21.180579631588625,48.26306165194708,21.387547480022768,female
HW1_Q5_810102017_female.mp3,810102017,1251.1594878402143,758.0628705799879,0.02716728,0.11914057688399192,-396.8532,76.97097,-54.653393,1.3156573,-21.0497,-48.809883,-22.814642,-19.319927,-24.497896,-17.809504,-9.338674,-2.4031334,-0.9899984,-50.275455,-50.275455,-50.27538,-50.26802,-50.268745,-50.233723,-46.43923,-37.240765,-33.390564,-29.262878,-27.707674,-29.411146,-26.217463,-22.765198,-18.73877,-15.175551,-14.840625,-16.258165,-16.735863,-18.81961,-21.54275,-21.654652,-20.432915,-20.68108,-21.703938,-22.3369,-24.280119,-25.03988,-23.952047,-22.76483,-23.34086,-24.126535,-25.507809,-26.662655,-27.971952,-29.805504,-31.058718,-31.063402,-30.71802,-30.251898,-29.104914,-28.730265,-29.031696,-28.968466,-28.621767,-28.891954,-29.278269,-28.823784,-28.752705,-29.340504,-30.122927,-31.132542,-31.914679,-33.24097,-34.041824,-34.16289,-34.16551,-34.05693,-34.101734,-33.214146,-32.72674,-31.936499,-30.99296,-29.333708,-27.84385,-27.758375,-26.990458,-26.815838,-26.843775,-27.534557,-27.049541,-26.79062,-26.975962,-27.64007,-28.106613,-28.88425,-29.823982,-30.128784,-29.750952,-29.509085,-29.569265,-29.320337,-29.662088,-30.184528,-31.196184,-32.515003,-34.23471,-35.519115,-37.036835,-38.13941,-39.22849,-40.59271,-41.439938,-41.93347,-42.563625,-42.920654,-43.22228,-43.772297,-44.53237,-45.37479,-46.541363,-47.425697,-47.7515,-48.155457,-48.343693,-48.506615,-48.685825,-48.847057,-48.997005,-49.183147,-49.37009,-49.53105,-49.70094,-49.89221,-50.037872,-50.158,-50.244495,-50.263573,-50.261642,-50.260727,-50.256954,-50.2552,-50.257004,-50.263237,-50.274563,-50.275455,-50.275455,-50.275455,25.793048720557948,23.29769869301714,25.003910277728743,22.876843720426947,24.438182411362863,43.14116628338237,23.94291196022714,female
HW1_Q1_810102327_female.mp3,810102327,1172.4684258098384,779.2009463773524,0.07758208,0.11664685442574982,-294.4436,110.27658,-71.39564,-1.0550112,-27.213396,-64.68869,-25.804405,-27.973019,-29.247065,-17.874569,-18.86535,-11.313445,-7.599772,-46.300503,-46.2974,-46.279186,-46.12504,-46.063644,-45.834538,-42.239723,-28.059061,-18.001762,-14.038796,-10.529106,-8.381402,-8.330035,-8.832589,-8.801914,-6.441404,-3.0806682,-1.9420487,-3.154049,-4.814724,-6.3558135,-7.0772977,-8.144809,-8.286338,-7.6891484,-7.210093,-7.718007,-9.085024,-10.665254,-12.14488,-13.360776,-13.486285,-13.365929,-12.880105,-12.697604,-13.05605,-14.1825695,-15.486169,-16.534294,-17.335566,-18.000456,-18.288013,-18.425861,-18.44422,-18.783796,-19.632484,-19.90573,-20.353022,-20.696978,-20.7827,-20.670319,-20.852858,-20.786453,-21.140692,-21.256268,-21.241743,-21.389141,-21.439869,-21.449764,-21.117184,-20.813032,-20.24256,-19.78925,-19.28991,-18.857395,-18.692507,-18.570137,-18.52368,-18.206194,-17.704834,-17.287477,-17.110361,-17.187134,-17.097864,-17.086683,-17.172756,-17.530579,-18.077316,-18.81579,-19.711014,-20.715284,-21.44397,-22.001493,-22.465805,-22.817926,-23.320599,-23.92291,-24.54519,-25.369234,-26.79222,-28.927168,-31.424475,-33.893898,-36.04453,-37.54292,-38.792355,-39.691475,-40.40789,-41.194458,-42.106033,-43.03363,-43.857845,-44.54444,-45.12017,-45.486412,-45.752003,-45.959255,-46.04764,-46.091488,-46.135983,-46.184273,-46.205135,-46.23984,-46.262638,-46.276527,-46.29315,-46.29904,-46.29901,-46.30034,-46.300728,-46.300728,-46.300728,-46.300728,-46.300728,-46.300728,-46.300728,-46.300728,-46.300728,24.48480641374064,21.04370427373279,21.231184479854097,19.045908738397983,19.734518113880593,46.13260490057347,20.995949246912787,female
HW1_Q1_810103108_male.mp3,810103108,1227.2141579257484,864.2799851783124,0.10097009,0.10637756501050784,-266.64682,102.44337,-84.04603,6.3689294,-28.754593,-57.17601,-29.226759,-44.609863,-26.700056,-19.684368,-21.172031,-5.7102847,-10.121019,-45.26414,-45.26144,-45.255035,-45.177746,-44.53048,-40.48656,-39.08706,-36.47208,-31.343763,-20.690773,-8.633535,-3.2805395,-3.798018,-4.663748,-3.5798724,-0.75051016,1.400562,0.88465947,-1.6654016,-3.7315242,-3.8213415,-3.0892138,-3.2853072,-5.100758,-7.5405383,-9.134046,-9.947746,-10.1663065,-10.647446,-12.150945,-13.448761,-14.050264,-14.075151,-13.840635,-14.2617235,-14.953196,-15.15773,-15.392718,-15.647295,-15.910197,-16.265358,-16.72064,-17.117033,-17.355972,-17.33344,-17.910044,-17.877794,-17.693243,-17.547009,-17.070503,-16.441545,-16.352097,-16.102669,-15.681028,-15.476073,-15.310414,-15.263665,-15.024913,-15.097014,-14.8449955,-14.829324,-14.840205,-14.951378,-15.107701,-15.028363,-15.014821,-14.975412,-14.770575,-14.863054,-15.062249,-15.107278,-15.191532,-15.412724,-15.554979,-15.698826,-15.822295,-15.927667,-15.880089,-15.190883,-14.9824295,-15.384273,-15.953198,-17.800594,-19.628721,-20.98963,-22.140587,-23.295963,-23.683796,-24.033695,-23.96871,-23.4262,-22.87662,-22.218855,-21.98997,-22.609056,-26.45682,-31.141935,-34.456112,-37.39119,-39.870308,-41.728394,-42.65682,-43.139523,-43.47466,-43.796772,-44.078087,-44.35831,-44.642025,-44.791954,-44.918526,-45.02476,-45.116516,-45.177017,-45.209686,-45.224186,-45.23394,-45.24879,-45.257557,-45.263035,-45.265793,-45.267,-45.267036,-45.267036,-45.267036,-45.267036,-45.267036,-45.267036,-45.267036,24.278130982309253,26.70631176365933,22.491681455963054,18.02419782438307,19.342337768552326,48.968420005804,21.59697873619618,male
HW1_intro_810600065_female.mp3.mp3,810600065,1132.1998710902287,801.8291121013312,0.07432049,0.11184888847907726,-335.95108,83.090614,-30.018,-1.2214859,-28.044327,-42.098915,-32.593513,-36.453934,-16.191074,-10.124723,-14.184038,-3.4663925,-1.1237115,-43.371136,-43.371136,-43.371136,-43.348637,-43.327187,-43.319775,-42.47691,-31.478443,-21.091843,-18.551016,-17.843977,-16.606312,-15.720548,-15.5954275,-14.579583,-13.827209,-9.447194,-4.823856,-4.396542,-6.3272324,-8.873834,-12.234111,-12.7677145,-12.730544,-12.391197,-10.419107,-10.7758665,-13.785338,-17.013655,-19.073746,-20.146032,-21.725779,-23.093267,-22.602356,-19.690979,-19.506836,-22.77102,-25.820488,-26.841146,-27.651896,-27.885084,-27.795305,-26.987078,-25.662325,-25.847832,-27.424326,-28.602898,-28.766212,-28.36619,-27.329361,-26.52176,-25.860664,-26.359978,-27.184832,-28.097387,-28.0394,-26.397993,-24.728962,-25.182554,-27.086588,-28.241081,-27.483118,-25.112545,-24.136652,-24.840166,-25.312359,-26.614681,-26.758936,-27.094963,-28.989548,-29.077215,-27.609932,-26.45386,-27.942257,-29.839802,-31.101046,-31.732483,-31.643833,-31.480665,-31.294836,-30.726313,-30.3975,-30.098059,-30.436121,-29.93697,-29.189219,-28.536682,-28.169556,-28.622393,-30.130302,-31.511982,-31.277073,-32.71721,-34.654556,-35.457058,-35.829315,-36.191097,-37.331963,-38.38008,-39.227478,-39.16283,-39.448357,-40.411232,-41.39674,-41.89354,-42.292297,-42.61971,-42.829014,-42.846268,-43.01538,-43.202187,-43.31624,-43.354286,-43.371136,-43.371136,-43.371136,-43.371136,-43.371136,-43.371136,-43.371136,-43.371136,-43.371136,-43.371136,-43.371136,-43.371136,-43.371136,-43.371136,-43.371136,23.786385265492136,20.62578749810235,25.547831446913083,19.97796509783442,23.369795616836942,43.798004421973204,24.63235881609327,female
